DATE,HOUR,RENEWABLES,NUCLEAR,THERMAL,IMPORTS,HYDRO
10/16/12,23,3066,2228,13271,7678,1434
10/16/12,24,3011,2240,11804,7135,1167
10/15/12,1,2024,1131,11761,6763,907
10/15/12,2,2096,1131,11236,6491,874
10/15/12,3,1995,1131,10930,6519,857
10/15/12,4,1963,1130,11085,6325,820
10/15/12,5,1926,1130,11039,6734,892
10/15/12,6,2031,1130,11663,6992,901
10/15/12,7,2018,1129,12593,7818,1304
10/15/12,8,2028,1129,13573,7967,1411
10/15/12,9,2175,1091,14001,8320,1672
10/15/12,10,2459,1086,14367,8571,1897
10/15/12,11,2505,1087,15549,7879,2511
10/15/12,12,2638,1085,16614,8008,2161
10/15/12,13,2714,1085,17613,7458,2286
10/15/12,14,2725,1086,18083,7665,2623
10/15/12,15,2705,1107,18479,7872,2684
10/15/12,16,2743,1127,18913,7780,2658
10/15/12,17,2670,1128,18710,8015,2762
10/15/12,18,2279,1130,18388,7917,3067
10/15/12,19,2285,1128,18367,8070,3238
10/15/12,20,2482,1130,18277,8531,3105
10/15/12,21,2613,1130,17041,8568,2791
10/15/12,22,2548,1131,15591,8498,2331
10/15/12,23,2309,1164,14324,8020,1413
10/15/12,24,2200,1260,12876,7435,1085
10/14/12,1,2393,1131,10712,6911,1066
10/14/12,2,2237,1131,10309,6652,1024
10/14/12,3,1970,1131,9923,6618,1067
10/14/12,4,1837,1130,9679,6621,971
10/14/12,5,1795,1130,9719,6917,973
10/14/12,6,1788,1130,9654,7345,780
10/14/12,7,1789,1131,9516,7624,977
10/14/12,8,1916,1132,10039,7449,1211
10/14/12,9,2201,1131,10828,6504,1426
10/14/12,10,2632,1131,12056,6052,1310
10/14/12,11,2812,1131,13343,5483,1379
10/14/12,12,2971,1131,13171,6114,1409
10/14/12,13,2984,1130,13488,5986,1673
10/14/12,14,2931,1131,13801,5971,2028
10/14/12,15,2839,1131,14581,5950,2052
10/14/12,16,2682,1131,15104,6135,2193
10/14/12,17,2435,1131,15716,6184,2338
10/14/12,18,2032,1131,15878,6446,2802
10/14/12,19,1916,1131,16705,6783,2886
10/14/12,20,2041,1131,17003,7074,2996
10/14/12,21,2128,1131,16520,6695,2826
10/14/12,22,2213,1132,14672,7638,1986
10/14/12,23,2135,1132,13217,7574,1280
10/14/12,24,2043,1132,11936,7221,1074
10/13/12,1,2782,1128,9559,7269,1466
10/13/12,2,2602,1127,8861,7195,1281
10/13/12,3,2572,1128,8353,7311,1213
10/13/12,4,2523,1128,8213,7338,1088
10/13/12,5,2392,1130,8134,7420,1259
10/13/12,6,2254,1130,8447,7657,1397
10/13/12,7,2436,1130,8972,7879,1432
10/13/12,8,2398,1130,9435,7923,1549
10/13/12,9,2447,1130,10435,7849,1607
10/13/12,10,2608,1130,10807,7799,2002
10/13/12,11,2707,1130,11508,7752,1852
10/13/12,12,2745,1130,11876,7745,1643
10/13/12,13,2703,1130,11888,7639,1808
10/13/12,14,2737,1129,11944,7518,1871
10/13/12,15,2700,1128,11722,7813,1894
10/13/12,16,2597,1128,12021,7588,2118
10/13/12,17,2388,1128,12170,7705,2274
10/13/12,18,2098,1128,12583,7487,2635
10/13/12,19,1981,1129,13834,7448,2813
10/13/12,20,2066,1130,14227,7830,3035
10/13/12,21,2030,1132,13706,7963,2855
10/13/12,22,2030,1131,13547,7601,2248
10/13/12,23,2171,1131,12786,7191,1610
10/13/12,24,2295,1131,11503,6913,1430
10/12/12,1,2569,1129,10833,6892,1085
10/12/12,2,2518,1128,10362,6791,1194
10/12/12,3,2467,1128,10203,6520,1333
10/12/12,4,2423,1128,10282,6559,1072
10/12/12,5,2450,1129,10392,6440,1281
10/12/12,6,2523,1130,10843,6883,1408
10/12/12,7,2648,1129,11568,7520,1675
10/12/12,8,2593,1129,12322,8107,1678
10/12/12,9,2781,1129,13523,7458,1697
10/12/12,10,2868,1128,14391,7457,1756
10/12/12,11,3205,1128,14249,7684,1961
10/12/12,12,3594,1127,13564,8117,1823
10/12/12,13,3567,1127,13734,7777,1670
10/12/12,14,3885,1127,13497,7757,1616
10/12/12,15,4033,1127,13023,7779,1610
10/12/12,16,3905,1126,12388,8120,1782
10/12/12,17,3622,1128,12469,8080,1792
10/12/12,18,3301,1128,12588,8250,1889
10/12/12,19,3192,1128,13183,8344,2500
10/12/12,20,3160,1128,13971,8243,2578
10/12/12,21,3050,1129,13914,8070,2207
10/12/12,22,3066,1128,13104,7778,1940
10/12/12,23,3127,1129,12304,7344,1599
10/12/12,24,2935,1129,10994,7160,1612
10/11/12,1,3108,2251,10566,5717,1318
10/11/12,2,3204,2252,9512,5942,1206
10/11/12,3,3200,2253,9365,5673,1136
10/11/12,4,3179,2254,9429,5382,1235
10/11/12,5,3051,2254,9712,5549,1255
10/11/12,6,3025,2255,10941,5549,1309
10/11/12,7,3105,2256,11232,6664,1541
10/11/12,8,3081,2255,11910,6993,1594
10/11/12,9,3041,2253,12479,7185,1599
10/11/12,10,3383,2254,12646,7405,1542
10/11/12,11,3554,2249,13173,7291,1573
10/11/12,12,3593,2249,13787,6601,1723
10/11/12,13,3710,1298,13531,7112,2028
10/11/12,14,3716,1125,13746,7435,1712
10/11/12,15,3451,1124,14282,7113,1727
10/11/12,16,3423,1124,13801,7255,1817
10/11/12,17,3579,1124,12806,7678,1931
10/11/12,18,3337,1125,13254,7301,2142
10/11/12,19,3382,1126,13712,7880,2388
10/11/12,20,3391,1126,14172,8149,2567
10/11/12,21,3183,1128,14195,8177,2353
10/11/12,22,2913,1130,13806,7820,1893
10/11/12,23,2685,1130,12872,7212,1501
10/11/12,24,2481,1130,11847,6826,1287
10/10/12,1,2578,2258,11267,5547,1357
10/10/12,2,2472,2258,10772,5448,1124
10/10/12,3,2486,2256,10301,5334,1100
10/10/12,4,2487,2256,10005,5504,1044
10/10/12,5,2552,2257,10087,5629,1169
10/10/12,6,2479,2258,10727,6169,1208
10/10/12,7,2552,2259,11945,6854,1593
10/10/12,8,2656,2260,12300,7703,1673
10/10/12,9,2822,2259,12756,7592,1763
10/10/12,10,3135,2256,12993,7652,1689
10/10/12,11,3171,2253,13643,7650,1675
10/10/12,12,3085,2251,13950,7712,1761
10/10/12,13,3126,2252,14625,6991,1809
10/10/12,14,3165,2253,14293,7389,1998
10/10/12,15,3055,2253,14464,7161,2287
10/10/12,16,3062,2254,14359,7198,2299
10/10/12,17,2917,2254,14060,7356,2319
10/10/12,18,2741,2254,13880,7383,2189
10/10/12,19,2709,2252,14690,7448,2373
10/10/12,20,3041,2249,14991,8030,2297
10/10/12,21,3218,2247,14358,8129,2065
10/10/12,22,3245,2248,13265,7732,1858
10/10/12,23,3257,2249,12721,6344,1600
10/10/12,24,3161,2249,11175,6037,1477
10/09/12,1,3487,2255,9777,6284,1249
10/09/12,2,3445,2256,9525,5827,1226
10/09/12,3,3388,2258,9304,5510,1187
10/09/12,4,3381,2257,8987,5740,1137
10/09/12,5,3251,2259,9667,5843,1323
10/09/12,6,3165,2259,10385,6039,1405
10/09/12,7,3168,2259,11122,7194,1841
10/09/12,8,3131,2259,12378,7189,1765
10/09/12,9,2961,2259,13226,7232,1871
10/09/12,10,3080,2259,13919,7350,1801
10/09/12,11,3000,2259,14617,7418,1967
10/09/12,12,2796,2255,15013,7319,2339
10/09/12,13,2720,2254,15305,6767,2599
10/09/12,14,2836,2256,15230,7050,2567
10/09/12,15,2834,2256,15102,6956,2872
10/09/12,16,2791,2256,15273,6574,3105
10/09/12,17,2741,2256,15194,6549,3029
10/09/12,18,2412,2258,14951,6811,2920
10/09/12,19,2274,2258,16113,6940,2705
10/09/12,20,2361,2257,17761,6380,2600
10/09/12,21,2519,2255,17463,6053,2320
10/09/12,22,2668,2255,16208,5864,1798
10/09/12,23,2637,2258,14703,5128,1666
10/09/12,24,2630,2259,12958,4897,1549
10/08/12,1,3350,2258,8986,6028,1535
10/08/12,2,3410,2260,8435,6267,1163
10/08/12,3,3404,2260,8218,6238,1031
10/08/12,4,3445,2260,8117,6262,964
10/08/12,5,3542,2262,8029,6338,1018
10/08/12,6,3446,2261,8689,6736,1412
10/08/12,7,3270,2261,10053,7578,1502
10/08/12,8,3197,2262,11691,7360,1723
10/08/12,9,3118,2261,12406,7671,1912
10/08/12,10,3379,2262,13390,7526,1919
10/08/12,11,3469,2261,13670,7896,2078
10/08/12,12,3455,2259,14266,7842,2219
10/08/12,13,3416,2259,14742,7574,2365
10/08/12,14,3692,2257,14407,7600,2776
10/08/12,15,4012,2254,14238,7829,2780
10/08/12,16,4193,2255,14110,7858,2791
10/08/12,17,4027,2258,14106,7997,2791
10/08/12,18,3583,2259,14585,7846,2526
10/08/12,19,3507,2257,14593,8090,2761
10/08/12,20,3636,2256,14698,8788,2938
10/08/12,21,3624,2254,14596,8362,2457
10/08/12,22,3731,2257,13032,8306,1958
10/08/12,23,3585,2260,11604,7561,1703
10/08/12,24,3523,2258,10244,6671,1603
10/07/12,1,3559,2259,8924,6271,1231
10/07/12,2,3470,2260,7616,6589,1242
10/07/12,3,3438,2261,7307,6516,1160
10/07/12,4,3465,2262,7108,6379,1053
10/07/12,5,3362,2264,7190,6443,1257
10/07/12,6,3333,2263,7579,6206,1243
10/07/12,7,3257,2260,8054,6333,1110
10/07/12,8,2989,2258,8344,6364,1402
10/07/12,9,2936,2257,9029,6600,1682
10/07/12,10,3024,2256,10060,6723,1685
10/07/12,11,2955,2254,11080,6972,1575
10/07/12,12,2817,2255,11584,7218,1767
10/07/12,13,2743,2253,11879,7250,2126
10/07/12,14,2778,2254,12562,7118,2060
10/07/12,15,2831,2252,12516,7452,2275
10/07/12,16,2876,2253,12588,7659,2495
10/07/12,17,3069,2255,12573,7605,2658
10/07/12,18,3186,2256,12625,7490,2667
10/07/12,19,3274,2253,12905,7385,2955
10/07/12,20,3422,2253,13552,7783,3017
10/07/12,21,3460,2253,13241,7326,2943
10/07/12,22,3559,2255,12756,7037,1929
10/07/12,23,3527,2259,11134,6854,1464
10/07/12,24,3284,2259,9482,6662,1430
10/06/12,1,3619,2255,10503,5891,1193
10/06/12,2,3492,2257,9694,5777,1178
10/06/12,3,3505,2259,9232,5720,1067
10/06/12,4,3529,2259,8957,5629,1023
10/06/12,5,3493,2259,8978,5547,1128
10/06/12,6,3476,2255,9020,5776,1148
10/06/12,7,3401,2254,9082,6436,1368
10/06/12,8,3502,2255,9265,6442,1507
10/06/12,9,3628,2255,9660,6682,1423
10/06/12,10,3792,2254,10661,6653,1517
10/06/12,11,3881,2252,11536,6547,1570
10/06/12,12,3805,2253,11903,6615,1827
10/06/12,13,3833,2253,12093,6490,2061
10/06/12,14,4244,2253,11685,6739,1904
10/06/12,15,4292,2252,11682,6793,2055
10/06/12,16,4151,2252,11950,6861,2185
10/06/12,17,4115,2253,11702,6966,2476
10/06/12,18,3952,2250,11711,7004,2448
10/06/12,19,3775,2251,12248,7327,2445
10/06/12,20,3847,2251,12953,7562,2700
10/06/12,21,3747,2255,13323,7237,2252
10/06/12,22,3775,2256,13102,6670,1789
10/06/12,23,3741,2256,11798,6345,1555
10/06/12,24,3664,2259,10430,6246,1204
10/05/12,1,4588,2252,10210,5728,807
10/05/12,2,4470,2254,9862,5381,768
10/05/12,3,4457,2254,9609,5017,742
10/05/12,4,4383,2253,9516,4918,732
10/05/12,5,4285,2254,9768,5092,770
10/05/12,6,4155,2254,10525,5655,947
10/05/12,7,3962,2253,11747,6549,1167
10/05/12,8,3766,2256,12605,6765,1452
10/05/12,9,3660,2256,13796,6830,1269
10/05/12,10,3854,2254,14180,7153,1279
10/05/12,11,4119,2254,14540,7306,1259
10/05/12,12,4148,2254,15118,7180,1444
10/05/12,13,4159,2252,14840,7506,1697
10/05/12,14,4188,2254,15084,7434,1764
10/05/12,15,4363,2254,14983,7433,2008
10/05/12,16,4304,2254,15083,7242,2220
10/05/12,17,4122,2254,14758,7382,2232
10/05/12,18,4039,2253,14311,7179,2197
10/05/12,19,3936,2251,14150,7501,2155
10/05/12,20,4000,2254,15111,7645,2123
10/05/12,21,3969,2255,15009,7248,1798
10/05/12,22,3949,2256,13515,7498,1744
10/05/12,23,3852,2258,12851,6611,1446
10/05/12,24,3780,2258,11335,6023,1478
10/04/12,1,3646,2248,11785,5906,922
10/04/12,2,3488,2252,11314,5852,832
10/04/12,3,3499,2252,10955,5613,998
10/04/12,4,3629,2247,10310,5599,889
10/04/12,5,3734,2242,10593,5500,902
10/04/12,6,3704,2243,10834,6006,995
10/04/12,7,3602,2244,11665,6831,1355
10/04/12,8,3691,2247,12158,7210,1284
10/04/12,9,3940,2246,13213,6863,1280
10/04/12,10,4421,2251,13820,6788,1334
10/04/12,11,4599,2249,14439,7135,1339
10/04/12,12,4734,2248,14838,7316,1444
10/04/12,13,4762,2248,15250,7185,1690
10/04/12,14,4905,2254,15717,7269,1833
10/04/12,15,4855,2249,16208,7129,2153
10/04/12,16,4908,2244,16534,7013,2335
10/04/12,17,4898,2244,16315,7220,2267
10/04/12,18,4697,2247,15666,7302,2315
10/04/12,19,4419,2249,15662,7310,2328
10/04/12,20,4415,2251,16124,7921,2291
10/04/12,21,4248,2253,15892,7785,1996
10/04/12,22,4452,2254,14498,7533,1565
10/04/12,23,4596,2253,12704,6722,1199
10/04/12,24,4645,2252,11275,5765,1097
10/03/12,1,2511,2250,12991,6576,1665
10/03/12,2,2534,2251,12815,5610,1492
10/03/12,3,2520,2246,11691,6270,1182
10/03/12,4,2440,2246,11527,6065,1118
10/03/12,5,2326,2244,11606,6211,1274
10/03/12,6,2244,2246,12387,6838,1241
10/03/12,7,2146,2247,13540,7249,1654
10/03/12,8,2243,2249,14373,7507,1656
10/03/12,9,2468,2247,15105,7840,1599
10/03/12,10,2913,2245,16394,7789,1639
10/03/12,11,3192,2252,17227,7931,2009
10/03/12,12,3306,2247,18292,8212,2163
10/03/12,13,3366,2248,18897,8254,2740
10/03/12,14,3410,2246,19806,8319,3286
10/03/12,15,3531,2245,21194,8075,3335
10/03/12,16,3563,2244,21980,7959,3259
10/03/12,17,3437,2247,21802,7887,3463
10/03/12,18,3190,2245,20992,7963,3113
10/03/12,19,3098,2238,19764,7992,2951
10/03/12,20,3307,2242,19815,7901,2765
10/03/12,21,3433,2246,18442,7951,2592
10/03/12,22,3447,2249,16565,7935,2182
10/03/12,23,3444,2246,14798,7117,1591
10/03/12,24,3504,2246,12957,6487,1116
10/02/12,1,1928,2251,13933,6955,1280
10/02/12,2,1905,2254,13230,6313,1108
10/02/12,3,1939,2253,11907,6614,1109
10/02/12,4,1932,2254,11632,6423,1093
10/02/12,5,1826,2255,12063,6270,1156
10/02/12,6,1796,2254,13134,6581,1158
10/02/12,7,1749,2251,13970,7765,1504
10/02/12,8,1790,2248,14972,7769,1493
10/02/12,9,1994,2249,15743,8068,1793
10/02/12,10,2336,2253,17114,8159,2083
10/02/12,11,2478,2255,18690,8228,2406
10/02/12,12,2564,2250,20777,7829,2461
10/02/12,13,2576,2252,22090,8030,2826
10/02/12,14,2611,2254,24044,7974,3083
10/02/12,15,2699,2254,25370,7957,3147
10/02/12,16,2794,2245,25795,8269,3554
10/02/12,17,2883,2241,26338,8130,3408
10/02/12,18,2595,2244,25578,8222,3371
10/02/12,19,2368,2249,24696,8071,3000
10/02/12,20,2450,2246,24368,8079,2876
10/02/12,21,2432,2244,22891,7627,2674
10/02/12,22,2559,2247,20136,7543,2504
10/02/12,23,2606,2251,16970,7392,2036
10/02/12,24,2579,2252,14683,7027,1441
10/01/12,1,2030,2259,13154,6027,979
10/01/12,2,2050,2259,12166,5780,914
10/01/12,3,2026,2260,11521,5699,894
10/01/12,4,1949,2259,11702,5630,899
10/01/12,5,1908,2256,11525,5889,927
10/01/12,6,1829,2253,13008,5740,1070
10/01/12,7,1747,2254,13604,7324,1302
10/01/12,8,1785,2254,14763,7315,1378
10/01/12,9,2037,2253,15869,7656,1439
10/01/12,10,2371,2254,17012,7714,1662
10/01/12,11,2557,2253,18593,7840,1717
10/01/12,12,2632,2254,20289,7922,1920
10/01/12,13,2665,2254,21616,7708,2727
10/01/12,14,2659,2253,23406,7761,3251
10/01/12,15,2584,2253,25045,7744,3562
10/01/12,16,2477,2249,26513,7912,3516
10/01/12,17,2313,2248,27156,8035,3502
10/01/12,18,1979,2248,26336,8468,3385
10/01/12,19,1772,2250,25719,7915,3137
10/01/12,20,2055,2252,25092,7954,3021
10/01/12,21,2127,2253,23141,7987,2735
10/01/12,22,2097,2254,20317,8006,2455
10/01/12,23,2058,2253,17854,7269,1910
10/01/12,24,1948,2253,15769,6664,1477
09/30/12,1,2848,2256,11293,6759,1183
09/30/12,2,2773,2257,10275,6769,1167
09/30/12,3,2524,2256,10241,6209,1152
09/30/12,4,2499,2256,10256,5897,1148
09/30/12,5,2547,2256,9891,5995,1216
09/30/12,6,2386,2254,10157,6041,1468
09/30/12,7,2169,2255,10370,6077,1665
09/30/12,8,2104,2258,10785,5963,1707
09/30/12,9,2177,2258,11749,6175,1647
09/30/12,10,2431,2257,12434,6614,1856
09/30/12,11,2579,2257,13151,7336,1912
09/30/12,12,2665,2255,14510,7535,2185
09/30/12,13,2693,2253,15692,7748,2505
09/30/12,14,2727,2252,17213,7618,2865
09/30/12,15,2666,2251,19115,7498,3057
09/30/12,16,2548,2253,20307,7765,3206
09/30/12,17,2379,2255,20928,7620,3717
09/30/12,18,2064,2257,21486,7120,3835
09/30/12,19,1950,2256,20681,7507,3488
09/30/12,20,2289,2255,20537,7438,3554
09/30/12,21,2325,2257,19542,7195,3262
09/30/12,22,2261,2259,17948,7024,2689
09/30/12,23,2179,2260,15413,6999,2190
09/30/12,24,2080,2259,14020,6427,1530
09/29/12,1,3139,2260,11077,7058,1299
09/29/12,2,3094,2260,10285,6978,1214
09/29/12,3,3125,2258,9683,6724,1224
09/29/12,4,2982,2259,9730,6258,1216
09/29/12,5,2860,2259,9825,6248,1246
09/29/12,6,2724,2261,9942,6623,1304
09/29/12,7,2444,2260,10335,6968,1571
09/29/12,8,2255,2258,10998,6718,1686
09/29/12,9,2315,2256,11892,7082,1814
09/29/12,10,2566,2256,12528,7306,1932
09/29/12,11,2663,2256,13374,7711,1999
09/29/12,12,2683,2256,14362,7747,2189
09/29/12,13,2690,2254,14968,7900,2371
09/29/12,14,2632,2254,15961,7749,2541
09/29/12,15,2646,2252,16814,7797,2770
09/29/12,16,2572,2253,17782,7347,3199
09/29/12,17,2532,2253,17967,7532,3328
09/29/12,18,2439,2253,17526,7910,3102
09/29/12,19,2498,2254,16922,7717,3086
09/29/12,20,2675,2255,17103,7905,2967
09/29/12,21,2752,2256,16286,7856,2714
09/29/12,22,2866,2257,14872,7816,2410
09/29/12,23,2958,2258,13458,7430,2028
09/29/12,24,2860,2257,12419,7152,1359
09/28/12,1,2709,2259,10639,7334,1432
09/28/12,2,2778,2260,10116,6927,1296
09/28/12,3,2778,2262,10028,6191,1307
09/28/12,4,2627,2256,9945,6060,1305
09/28/12,5,2333,2254,10229,6407,1329
09/28/12,6,2134,2254,11204,6872,1467
09/28/12,7,2069,2252,12636,7355,1809
09/28/12,8,2234,2259,13264,7565,1958
09/28/12,9,2471,2255,14225,7541,2051
09/28/12,10,2707,2257,15433,7051,2457
09/28/12,11,3071,2261,16078,7543,2324
09/28/12,12,3277,2261,16380,7618,2639
09/28/12,13,3363,2254,17351,7380,2702
09/28/12,14,3421,2253,18059,7513,2898
09/28/12,15,3434,2251,18733,7681,2920
09/28/12,16,3473,2248,18791,7871,3254
09/28/12,17,3427,2247,18869,7839,3279
09/28/12,18,3216,2248,18299,7978,2945
09/28/12,19,3118,2253,17293,8061,2785
09/28/12,20,3159,2253,17467,7978,2992
09/28/12,21,3093,2253,16558,7918,2765
09/28/12,22,3140,2253,15196,8018,2358
09/28/12,23,3225,2255,13773,7439,2113
09/28/12,24,3212,2259,11688,7554,1653
09/27/12,1,2155,2259,10915,7214,1229
09/27/12,2,2152,2257,10370,7040,1164
09/27/12,3,2095,2256,10149,6587,1200
09/27/12,4,2010,2257,9935,6569,1268
09/27/12,5,1849,2256,10037,6831,1398
09/27/12,6,1868,2257,10550,7445,1508
09/27/12,7,1840,2256,12430,7790,1594
09/27/12,8,1899,2254,13603,7824,1785
09/27/12,9,2175,2256,14563,7693,1818
09/27/12,10,2516,2256,14960,7719,2267
09/27/12,11,2652,2265,15690,7756,2570
09/27/12,12,2811,2260,16191,7939,2579
09/27/12,13,2903,2262,16557,7976,2695
09/27/12,14,3023,2256,17488,8029,2912
09/27/12,15,2845,2251,18407,8008,3389
09/27/12,16,2723,2248,19163,8095,3519
09/27/12,17,2542,2248,19341,8231,3583
09/27/12,18,2317,2249,19102,8004,3465
09/27/12,19,2105,2248,18201,8300,3457
09/27/12,20,2165,2252,18685,8284,3525
09/27/12,21,2227,2255,17564,8522,3346
09/27/12,22,2283,2256,16190,8112,2898
09/27/12,23,2413,2258,14126,7974,2184
09/27/12,24,2655,2259,12037,7594,1629
09/26/12,1,3305,2261,11172,5605,1325
09/26/12,2,3186,2260,10768,5365,1288
09/26/12,3,2956,2259,10767,5222,1246
09/26/12,4,2712,2260,10623,5333,1278
09/26/12,5,2469,2262,10586,6030,1294
09/26/12,6,2376,2262,11193,6674,1432
09/26/12,7,2393,2263,12486,7404,1591
09/26/12,8,2474,2264,13142,7679,1648
09/26/12,9,2552,2264,13916,7670,1846
09/26/12,10,2698,2268,14541,7523,2233
09/26/12,11,2760,2267,15157,7737,2355
09/26/12,12,2848,2260,16082,7500,2469
09/26/12,13,2911,2259,16106,7632,2562
09/26/12,14,2924,2258,16379,8005,2722
09/26/12,15,2864,2258,16883,8225,3034
09/26/12,16,2724,2260,17377,8120,2986
09/26/12,17,2568,2256,17172,8528,2956
09/26/12,18,2334,2258,16976,8365,3131
09/26/12,19,2152,2255,16860,8127,3264
09/26/12,20,2223,2254,17455,8522,3511
09/26/12,21,2434,2254,16826,8658,2865
09/26/12,22,2544,2254,14998,8586,2509
09/26/12,23,2405,2257,13457,8122,1998
09/26/12,24,2107,2260,12317,7259,1542
09/25/12,1,3143,2261,10571,7107,1367
09/25/12,2,3034,2262,10084,6625,1261
09/25/12,3,3209,2262,9493,6290,1231
09/25/12,4,2912,2263,9598,6095,1279
09/25/12,5,2763,2264,9942,6177,1306
09/25/12,6,2674,2265,10375,6879,1464
09/25/12,7,2604,2264,11797,7544,1759
09/25/12,8,2514,2263,13233,7345,1875
09/25/12,9,2671,2265,13723,7529,1955
09/25/12,10,2971,2265,14912,7304,2097
09/25/12,11,3099,2262,15784,6676,2718
09/25/12,12,3149,2261,16099,7551,2506
09/25/12,13,3190,2261,16500,7249,2920
09/25/12,14,3205,2258,16736,7683,2875
09/25/12,15,3179,2257,17778,7494,2779
09/25/12,16,3202,2256,18448,7136,2884
09/25/12,17,3399,2256,17856,7747,2837
09/25/12,18,3607,2256,16752,7752,2982
09/25/12,19,3850,2255,16282,7650,2820
09/25/12,20,4131,2257,16689,7729,2939
09/25/12,21,3892,2259,15727,8159,2787
09/25/12,22,3830,2260,14106,7918,2524
09/25/12,23,3716,2262,12696,7202,1985
09/25/12,24,3397,2261,11591,6504,1579
09/24/12,1,2914,2262,10366,7427,1630
09/24/12,2,2791,2262,10348,6899,1405
09/24/12,3,3083,2264,9511,6748,1318
09/24/12,4,3099,2264,9172,6606,1288
09/24/12,5,2956,2264,9467,6585,1378
09/24/12,6,2973,2263,9979,7194,1722
09/24/12,7,2780,2263,11252,8232,1766
09/24/12,8,2615,2263,13218,7848,1865
09/24/12,9,2661,2262,14869,7679,1937
09/24/12,10,3073,2262,15168,8204,2073
09/24/12,11,3568,2262,15969,8126,2334
09/24/12,12,3864,2262,16132,8575,2489
09/24/12,13,3815,2261,17233,8220,2606
09/24/12,14,3862,2260,17951,8317,2916
09/24/12,15,3794,2262,18558,8706,2853
09/24/12,16,3748,2260,18864,8875,2996
09/24/12,17,3720,2261,18814,8840,3139
09/24/12,18,3472,2262,18403,8632,3188
09/24/12,19,3153,2262,17821,8590,2952
09/24/12,20,3225,2262,17636,8824,3315
09/24/12,21,3239,2262,17061,8456,3062
09/24/12,22,3113,2263,15376,8478,2574
09/24/12,23,3140,2263,13230,8138,2044
09/24/12,24,3103,2262,11496,7728,1652
09/23/12,1,2221,2262,11115,7880,1530
09/23/12,2,2192,2263,9947,7879,1307
09/23/12,3,2167,2264,9483,7537,1264
09/23/12,4,2173,2264,9210,7392,1247
09/23/12,5,2174,2266,9177,7068,1305
09/23/12,6,2091,2265,9654,6799,1350
09/23/12,7,2048,2265,9878,6971,1453
09/23/12,8,2135,2266,9708,7160,1659
09/23/12,9,2307,2268,10660,7481,1725
09/23/12,10,2478,2267,11979,7593,1924
09/23/12,11,2690,2267,12529,8372,2193
09/23/12,12,2908,2264,13624,8712,2380
09/23/12,13,3129,2263,14918,8718,2794
09/23/12,14,3150,2262,16307,8631,3207
09/23/12,15,3173,2262,17487,8602,3517
09/23/12,16,3172,2264,17953,9050,3646
09/23/12,17,3099,2263,18547,9003,3751
09/23/12,18,2970,2265,18810,8680,3755
09/23/12,19,2798,2263,18455,8624,3497
09/23/12,20,2817,2263,18285,9082,3514
09/23/12,21,2844,2264,17564,8827,3154
09/23/12,22,2801,2265,15779,8766,2671
09/23/12,23,2871,2263,14088,7927,2233
09/23/12,24,2942,2262,12027,7631,1769
09/22/12,1,2823,2266,10587,8051,1583
09/22/12,2,2710,2266,9631,7920,1382
09/22/12,3,2596,2268,9362,7407,1293
09/22/12,4,2367,2269,9192,7338,1225
09/22/12,5,2177,2269,9145,7423,1253
09/22/12,6,2118,2269,9218,7634,1486
09/22/12,7,2012,2269,9783,7801,1668
09/22/12,8,2042,2266,10348,7805,1691
09/22/12,9,2192,2265,11688,7919,1730
09/22/12,10,2279,2263,12033,8797,2032
09/22/12,11,2372,2262,13433,8707,2259
09/22/12,12,2530,2261,14128,8763,2813
09/22/12,13,2636,2261,15178,8622,3274
09/22/12,14,2698,2262,16168,8504,3783
09/22/12,15,2678,2262,17363,8770,3719
09/22/12,16,2654,2263,18421,8541,3839
09/22/12,17,2427,2263,18637,8573,3935
09/22/12,18,2198,2262,18257,8651,3921
09/22/12,19,2072,2263,17483,8831,3842
09/22/12,20,2222,2264,17259,9166,3947
09/22/12,21,2386,2264,16608,8918,3594
09/22/12,22,2299,2261,15808,8644,2903
09/22/12,23,2235,2259,13782,8861,2396
09/22/12,24,2256,2260,12491,8184,1712
09/21/12,1,3801,2265,10831,6680,1427
09/21/12,2,3582,2265,10166,6475,1340
09/21/12,3,3384,2266,10216,6101,1326
09/21/12,4,3178,2266,9984,6186,1301
09/21/12,5,2795,2264,10323,6437,1363
09/21/12,6,2529,2264,10669,7266,1479
09/21/12,7,2406,2264,11440,8267,1815
09/21/12,8,2441,2263,12298,8465,1876
09/21/12,9,2564,2263,13257,8235,2398
09/21/12,10,2853,2261,14277,8293,2449
09/21/12,11,2988,2259,15313,8676,2722
09/21/12,12,3016,2258,16867,8452,2956
09/21/12,13,3066,2258,17808,8499,3279
09/21/12,14,3146,2258,18751,8776,3623
09/21/12,15,3109,2257,19732,8899,3653
09/21/12,16,2929,2259,19997,9221,3700
09/21/12,17,2737,2260,19780,9562,3673
09/21/12,18,2665,2261,19000,9206,3788
09/21/12,19,2751,2262,18158,8822,3665
09/21/12,20,3053,2262,18104,8917,3701
09/21/12,21,3160,2264,17494,8795,3223
09/21/12,22,3233,2265,15982,8545,2804
09/21/12,23,3110,2264,13964,8618,2215
09/21/12,24,2939,2265,12238,8204,1822
09/20/12,1,3990,2267,10693,5874,1401
09/20/12,2,3914,2268,10390,5373,1260
09/20/12,3,3675,2269,10055,5282,1122
09/20/12,4,3299,2267,10067,5293,1118
09/20/12,5,3004,2267,10441,5508,1129
09/20/12,6,2719,2269,11194,6087,1217
